Date,temperature,humidity
2023-01-22 23:43,22.0,72
2023-01-23 00:43,22.1,72
2023-01-23 01:43,22.2,71
2023-01-23 02:43,22.3,71
2023-01-23 03:43,22.2,71
2023-01-23 04:43,22.3,71
2023-01-23 05:43,22.2,71
2023-01-23 06:43,22.2,71
2023-01-23 07:43,23.1,70
2023-01-23 08:43,23.2,70
2023-01-23 09:43,22.8,71
2023-01-23 10:43,22.4,71
2023-01-23 11:43,22.3,71
2023-01-23 12:43,22.3,71
2023-01-23 13:43,22.2,71
2023-01-23 14:43,22.3,71
2023-01-23 15:43,22.2,71
2023-01-23 16:43,22.2,70
2023-01-23 17:43,22.2,70
2023-01-23 18:43,22.2,70
2023-01-23 19:43,22.2,70
2023-01-23 20:43,22.2,69
2023-01-23 21:43,22.2,69
2023-01-23 22:43,22.3,70
2023-01-23 23:43,22.4,71
2023-01-24 00:43,22.4,71
2023-01-24 01:43,22.6,71
2023-01-24 02:43,22.5,71
2023-01-24 03:43,22.5,71
2023-01-24 04:43,22.3,71
2023-01-24 05:43,22.3,71
2023-01-24 06:43,22.3,71
2023-01-24 07:43,22.3,71
2023-01-24 08:43,22.5,73
2023-01-24 09:43,21.6,69
2023-01-24 10:43,20.8,64
2023-01-24 11:43,20.8,62
2023-01-24 12:43,20.5,66
2023-01-24 13:43,20.3,68
2023-01-24 14:43,20.3,70
2023-01-24 15:43,20.8,72
2023-01-24 16:43,21.9,69
2023-01-24 17:43,21.8,68
2023-01-24 18:43,22.0,67
2023-01-24 19:43,22.0,75
2023-01-24 20:43,21.9,68
2023-01-24 21:43,21.8,66
2023-01-24 22:43,22.1,63
2023-01-24 23:43,21.6,64
2023-01-25 00:43,21.9,63
2023-01-25 01:43,22.5,61
2023-01-25 02:43,22.4,63
2023-01-25 03:43,22.2,64
2023-01-25 04:43,22.3,65
2023-01-25 05:43,22.3,65
2023-01-25 06:43,22.3,66
2023-01-25 07:43,22.2,66
2023-01-25 08:43,22.5,66
2023-01-25 09:43,22.5,66
2023-01-25 10:43,22.3,69
2023-01-25 11:43,22.4,72
2023-01-25 12:43,21.7,74
2023-01-25 13:43,21.2,75
2023-01-25 14:43,21.2,72
2023-01-25 15:43,21.8,67
2023-01-25 16:43,21.8,65
2023-01-25 17:43,21.4,66
2023-01-25 18:43,20.5,68
2023-01-25 19:43,20.0,69
2023-01-25 20:43,21.3,66
2023-01-25 21:43,22.4,66
2023-01-25 22:43,22.1,67
2023-01-25 23:43,22.3,65
2023-01-26 00:43,22.8,64
2023-01-26 01:43,22.4,64
2023-01-26 02:43,22.6,64
2023-01-26 03:43,21.8,65
2023-01-26 04:43,22.2,66
2023-01-26 05:43,23.0,64
2023-01-26 06:43,23.1,64
2023-01-26 07:43,22.7,65
2023-01-26 08:43,23.0,64
2023-01-26 09:43,22.7,57
2023-01-26 10:43,22.8,53
2023-01-26 11:43,22.6,50
2023-01-26 12:43,22.1,56
2023-01-26 13:43,21.6,55
2023-01-26 14:43,21.3,57
2023-01-26 15:43,21.8,57
2023-01-26 16:43,23.6,55
2023-01-26 17:43,23.5,55
2023-01-26 18:43,23.2,57
2023-01-26 19:43,22.8,64
2023-01-26 20:43,22.5,58
2023-01-26 21:43,22.4,57
2023-01-26 22:43,22.0,57
2023-01-26 23:43,21.7,61
2023-01-27 00:43,21.7,62
2023-01-27 01:43,21.2,63
2023-01-27 02:43,21.1,65
2023-01-27 03:43,20.9,66
2023-01-27 04:43,20.9,66
2023-01-27 05:43,20.8,67
2023-01-27 06:43,20.7,68
2023-01-27 07:43,20.6,68
2023-01-27 08:43,21.0,68
2023-01-27 09:43,21.3,68
2023-01-27 10:43,21.6,69
2023-01-27 11:43,22.3,66
2023-01-27 12:43,22.8,64
2023-01-27 13:43,22.3,62
2023-01-27 14:43,22.4,63
2023-01-27 15:43,22.6,60
2023-01-27 16:43,22.2,58
2023-01-27 17:43,21.0,61
2023-01-27 18:43,22.4,60
2023-01-27 19:43,22.6,59
2023-01-27 20:43,22.3,57
2023-01-27 21:43,22.2,56
2023-01-27 22:43,22.2,57
2023-01-27 23:43,22.8,57
2023-01-28 00:43,23.2,58
2023-01-28 01:43,23.3,60
2023-01-28 02:43,23.2,60
2023-01-28 03:43,23.2,61
2023-01-28 04:43,22.7,62
2023-01-28 05:43,23.1,61
2023-01-28 06:43,22.7,62
2023-01-28 07:43,22.7,62
2023-01-28 08:43,23.0,63
2023-01-28 09:43,23.3,61
2023-01-28 10:43,22.8,54
2023-01-28 11:43,23.0,52
2023-01-28 12:43,22.8,52
2023-01-28 13:43,22.8,50
2023-01-28 14:43,22.1,51
2023-01-28 15:43,22.3,46
2023-01-28 16:43,23.1,53
2023-01-28 17:43,23.3,55
2023-01-28 18:43,23.5,58
2023-01-28 19:43,23.3,63
2023-01-28 20:43,22.7,58
2023-01-28 21:43,21.5,55
2023-01-28 22:43,21.0,63
2023-01-28 23:43,20.7,64
2023-01-29 00:43,20.5,64
2023-01-29 01:43,20.5,65
2023-01-29 02:43,20.3,65
2023-01-29 03:43,20.3,65
2023-01-29 04:43,20.3,65
2023-01-29 05:43,20.1,65
2023-01-29 06:43,19.8,66
2023-01-29 07:43,19.8,66
2023-01-29 08:43,20.0,67
2023-01-29 09:43,21.4,65
2023-01-29 10:43,21.7,65
2023-01-29 11:43,21.0,62
2023-01-29 12:43,19.5,61
2023-01-29 13:43,18.9,58
2023-01-29 14:43,20.7,54
2023-01-29 15:43,21.4,53
2023-01-29 16:43,21.5,53
2023-01-29 17:43,21.5,51
2023-01-29 18:43,21.5,51
2023-01-29 19:43,21.7,58
2023-01-29 20:43,21.4,61
2023-01-29 21:43,20.4,62
2023-01-29 22:43,20.9,63
2023-01-29 23:43,21.5,63
2023-01-30 00:43,21.2,63
2023-01-30 01:43,21.4,63
2023-01-30 02:43,21.2,63
2023-01-30 03:43,21.5,63
2023-01-30 04:43,21.4,64
2023-01-30 05:43,21.2,64
2023-01-30 06:43,21.3,64
2023-01-30 07:43,21.4,64
2023-01-30 08:43,21.2,65
2023-01-30 09:43,21.5,62
2023-01-30 10:43,21.6,59
2023-01-30 11:43,19.8,63
2023-01-30 12:43,18.8,60
2023-01-30 13:43,20.8,55
2023-01-30 14:43,21.3,59
2023-01-30 15:43,21.4,57
2023-01-30 16:43,21.4,57
2023-01-30 17:43,21.0,54
2023-01-30 18:43,20.7,59
2023-01-30 19:43,20.6,62
2023-01-30 20:43,20.3,60
2023-01-30 21:43,20.3,61
2023-01-30 22:43,21.9,60
2023-01-30 23:43,21.5,59
2023-01-31 00:43,21.7,60
2023-01-31 01:43,21.5,62
2023-01-31 02:43,21.7,62
2023-01-31 03:43,21.5,63
2023-01-31 04:43,21.5,63
2023-01-31 05:43,21.6,64
2023-01-31 06:43,21.4,64
2023-01-31 07:43,22.5,63
2023-01-31 08:43,22.9,62
2023-01-31 09:43,23.2,66
2023-01-31 10:43,22.4,63
2023-01-31 11:43,22.4,63
2023-01-31 12:43,22.0,64
2023-01-31 13:43,22.2,64
2023-01-31 14:43,21.9,64
2023-01-31 15:43,21.8,63
2023-01-31 16:43,21.9,62
2023-01-31 17:43,21.9,61
2023-01-31 18:43,22.2,60
2023-01-31 19:43,22.1,59
2023-01-31 20:43,21.8,58
2023-01-31 21:43,22.1,62
2023-01-31 22:43,22.0,60
2023-01-31 23:43,21.2,61
2023-02-01 00:43,21.1,63
2023-02-01 01:43,21.7,63
2023-02-01 02:43,21.9,64
2023-02-01 03:43,21.9,65
2023-02-01 04:43,22.2,64
2023-02-01 05:43,22.3,64
2023-02-01 06:43,22.2,65
2023-02-01 07:43,22.3,65
2023-02-01 08:43,22.0,65
2023-02-01 09:43,22.0,64
2023-02-01 10:43,21.9,55
2023-02-01 11:43,21.5,64
2023-02-01 12:43,20.6,61
2023-02-01 13:43,20.1,61
2023-02-01 14:43,21.4,56
2023-02-01 15:43,22.1,60
2023-02-01 16:43,21.1,62
2023-02-01 17:43,20.8,61
2023-02-01 18:43,22.0,60
2023-02-01 19:43,22.3,59
2023-02-01 20:43,22.3,66
2023-02-01 21:43,21.7,64
2023-02-01 22:43,20.8,63
2023-02-01 23:43,21.3,62
2023-02-02 00:43,21.7,62
2023-02-02 01:43,22.2,62
2023-02-02 02:43,22.2,63
2023-02-02 03:43,22.3,64
2023-02-02 04:43,22.3,64
2023-02-02 05:43,22.2,65
2023-02-02 06:43,22.5,64
2023-02-02 07:43,22.3,65
2023-02-02 08:43,22.4,65
2023-02-02 09:43,22.3,64
2023-02-02 10:43,22.3,62
2023-02-02 11:43,22.1,56
2023-02-02 12:43,21.6,50
2023-02-02 13:43,21.8,50
2023-02-02 14:43,20.9,55
2023-02-02 15:43,21.5,55
2023-02-02 16:43,22.2,60
2023-02-02 17:43,21.7,62
2023-02-02 18:43,21.1,57
2023-02-02 19:43,21.7,60
2023-02-02 20:43,22.0,62
2023-02-02 21:43,22.7,68
2023-02-02 22:43,22.0,68
2023-02-02 23:43,22.8,64
2023-02-03 00:43,22.9,63
2023-02-03 01:43,22.9,62
2023-02-03 02:43,23.2,61
2023-02-03 03:43,23.2,62
2023-02-03 04:43,23.3,62
2023-02-03 05:43,23.5,62
2023-02-03 06:43,23.2,62
2023-02-03 07:43,22.8,63
2023-02-03 08:43,23.0,63
2023-02-03 09:43,23.1,63
2023-02-03 10:43,23.3,62
2023-02-03 11:43,23.5,62
2023-02-03 12:43,23.0,72
2023-02-03 13:43,22.3,59
2023-02-03 14:43,21.9,55
2023-02-03 15:43,22.7,57
2023-02-03 16:43,22.6,60
2023-02-03 17:43,22.8,58
2023-02-03 18:43,22.3,56
2023-02-03 19:43,22.4,56
2023-02-03 20:43,22.6,64
2023-02-03 21:43,22.2,60
2023-02-03 22:43,22.2,58
2023-02-03 23:43,22.3,60
2023-02-04 00:43,22.5,60
2023-02-04 01:43,22.1,62
2023-02-04 02:43,22.3,62
2023-02-04 03:43,22.4,62
2023-02-04 04:43,22.2,63
2023-02-04 05:43,22.3,62
2023-02-04 06:43,22.2,63
2023-02-04 07:43,22.2,63
2023-02-04 08:43,22.5,63
2023-02-04 09:43,22.5,61
2023-02-04 10:43,22.2,59
2023-02-04 11:43,22.2,59
2023-02-04 12:43,22.3,58
2023-02-04 13:43,21.7,60
2023-02-04 14:43,21.4,63
2023-02-04 15:43,21.6,60
2023-02-04 16:43,21.7,59
2023-02-04 17:43,22.0,56
2023-02-04 18:43,20.8,57
2023-02-04 19:43,20.2,61
2023-02-04 20:43,21.5,65
2023-02-04 21:43,22.2,65
2023-02-04 22:43,22.3,65
2023-02-04 23:43,23.7,61
2023-02-05 00:43,23.6,60
2023-02-05 01:43,22.5,65
2023-02-05 02:43,22.4,66
2023-02-05 03:43,22.4,67
2023-02-05 04:43,22.5,67
2023-02-05 05:43,22.3,67
2023-02-05 06:43,22.2,66
2023-02-05 07:43,22.3,66
2023-02-05 08:43,22.3,66
2023-02-05 09:43,22.3,66
2023-02-05 10:43,22.0,69
2023-02-05 11:43,21.5,68
2023-02-05 12:43,21.2,62
2023-02-05 13:43,21.1,61
2023-02-05 14:43,21.2,60
2023-02-05 15:43,21.2,61
2023-02-05 16:43,21.3,65
2023-02-05 17:43,20.8,66
2023-02-05 18:43,20.4,66
2023-02-05 19:43,20.4,72
2023-02-05 20:43,21.5,72
2023-02-05 21:43,22.0,70
2023-02-05 22:43,22.0,68
2023-02-05 23:43,21.8,71
2023-02-06 00:43,21.2,72
2023-02-06 01:43,21.2,72
2023-02-06 02:43,21.0,72
2023-02-06 03:43,20.9,72
2023-02-06 04:43,20.9,72
2023-02-06 05:43,20.8,71
2023-02-06 06:43,20.7,71
2023-02-06 07:43,20.6,71
2023-02-06 08:43,21.3,73
2023-02-06 09:43,21.6,70
2023-02-06 10:43,21.7,64
2023-02-06 11:43,20.0,58
2023-02-06 12:43,19.4,56
2023-02-06 13:43,19.0,54
2023-02-06 14:43,19.2,56
2023-02-06 15:43,21.0,57
2023-02-06 16:43,21.5,57
2023-02-06 17:43,20.5,57
2023-02-06 18:43,21.2,57
2023-02-06 19:43,21.9,60
2023-02-06 20:43,21.9,60
2023-02-06 21:43,22.2,61
2023-02-06 22:43,23.4,62
2023-02-06 23:43,22.7,64
2023-02-07 00:43,22.6,64
2023-02-07 01:43,22.6,64
2023-02-07 02:43,22.7,64
2023-02-07 03:43,22.7,65
2023-02-07 04:43,22.7,65
2023-02-07 05:43,22.7,65
2023-02-07 06:43,22.7,65
2023-02-07 07:43,22.7,66
2023-02-07 08:43,22.6,65
2023-02-07 09:43,22.7,67
2023-02-07 10:43,22.5,68
2023-02-07 11:43,22.6,64
2023-02-07 12:43,22.2,61
2023-02-07 13:43,22.4,63
2023-02-07 14:43,22.5,64
2023-02-07 15:43,22.5,64
2023-02-07 16:43,22.6,64
2023-02-07 17:43,22.6,64
2023-02-07 18:43,22.6,64
2023-02-07 19:43,22.6,65
2023-02-07 20:43,22.6,65
2023-02-07 21:43,22.7,65
2023-02-07 22:43,22.7,62
2023-02-07 23:43,22.9,64
2023-02-08 00:43,22.0,66
2023-02-08 01:43,21.7,67
2023-02-08 02:43,21.7,68
2023-02-08 03:43,21.7,69
2023-02-08 04:43,21.6,69
2023-02-08 05:43,21.5,70
2023-02-08 06:43,21.4,70
2023-02-08 07:43,21.2,70
2023-02-08 08:43,21.3,71
2023-02-08 09:43,21.3,73
2023-02-08 10:43,21.4,74
2023-02-08 11:43,21.3,72
2023-02-08 12:43,21.3,70
2023-02-08 13:43,21.2,70
2023-02-08 14:43,21.6,72
2023-02-08 15:43,21.7,72
2023-02-08 16:43,21.7,75
2023-02-08 17:43,21.6,73
2023-02-08 18:43,21.0,72
2023-02-08 19:43,21.5,72
2023-02-08 20:43,22.2,74
2023-02-08 21:43,22.3,72
2023-02-08 22:43,21.4,73
2023-02-08 23:43,21.3,74
2023-02-09 00:43,22.3,72
2023-02-09 01:43,22.6,72
2023-02-09 02:43,22.7,72
2023-02-09 03:43,22.7,72
2023-02-09 04:43,22.5,72
2023-02-09 05:43,22.5,72
2023-02-09 06:43,22.3,71
2023-02-09 07:43,22.5,71
2023-02-09 08:43,22.6,69
2023-02-09 09:43,22.3,64
2023-02-09 10:43,22.7,68
2023-02-09 11:43,22.6,70
2023-02-09 12:43,22.4,73
2023-02-09 13:43,22.4,73
2023-02-09 14:43,21.9,74
2023-02-09 15:43,21.8,70
2023-02-09 16:43,21.7,67
2023-02-09 17:43,21.9,68
2023-02-09 18:43,22.1,69
2023-02-09 19:43,22.3,67
2023-02-09 20:43,22.2,72
2023-02-09 21:43,22.2,72
2023-02-09 22:43,22.4,70
2023-02-09 23:43,22.5,69
2023-02-10 00:43,23.1,68
2023-02-10 01:43,23.3,68
2023-02-10 02:43,23.6,68
2023-02-10 03:43,23.6,68
2023-02-10 04:43,23.5,68
2023-02-10 05:43,23.5,68
2023-02-10 06:43,23.2,68
2023-02-10 07:43,23.2,68
2023-02-10 08:43,23.3,68
2023-02-10 09:43,23.6,67
2023-02-10 10:43,23.5,67
2023-02-10 11:43,23.9,67
2023-02-10 12:43,23.7,67
2023-02-10 13:43,23.7,73
2023-02-10 14:43,23.8,69
2023-02-10 15:43,23.0,62
2023-02-10 16:43,22.9,61
2023-02-10 17:43,23.1,60
2023-02-10 18:43,23.3,59
2023-02-10 19:43,23.3,59
2023-02-10 20:43,23.3,60
2023-02-10 21:43,23.6,60
2023-02-10 22:43,23.6,61
2023-02-10 23:43,23.7,61
2023-02-11 00:43,23.8,60
2023-02-11 01:43,23.5,61
2023-02-11 02:43,23.4,63
2023-02-11 03:43,23.5,64
2023-02-11 04:43,23.5,64
2023-02-11 05:43,23.5,65
2023-02-11 06:43,23.4,65
2023-02-11 07:43,23.3,66
2023-02-11 08:43,23.4,67
2023-02-11 09:43,23.6,68
2023-02-11 10:43,23.7,68
2023-02-11 11:43,23.2,60
2023-02-11 12:43,23.0,58
2023-02-11 13:43,22.8,57
2023-02-11 14:43,22.4,55
2023-02-11 15:43,22.5,54
2023-02-11 16:43,22.7,56
2023-02-11 17:43,22.8,59
2023-02-11 18:43,23.3,60
2023-02-11 19:43,23.5,60
2023-02-11 20:43,22.8,70
2023-02-11 21:43,22.0,69
2023-02-11 22:43,22.7,68
2023-02-11 23:43,22.9,70
2023-02-12 00:43,22.2,72
2023-02-12 01:43,22.0,73
2023-02-12 02:43,21.8,73
2023-02-12 03:43,21.7,72
2023-02-12 04:43,21.7,72
2023-02-12 05:43,21.5,73
2023-02-12 06:43,21.6,72
2023-02-12 07:43,21.5,72
2023-02-12 08:43,21.4,74
2023-02-12 09:43,21.5,76
2023-02-12 10:43,21.2,72
2023-02-12 11:43,21.5,71
2023-02-12 12:43,21.7,70
2023-02-12 13:43,21.9,69
2023-02-12 14:43,21.9,68
2023-02-12 15:43,21.7,67
2023-02-12 16:43,21.5,66
2023-02-12 17:43,21.3,65
2023-02-12 18:43,21.1,63
2023-02-12 19:43,21.5,71
2023-02-12 20:43,21.6,73
2023-02-12 21:43,20.8,64
2023-02-12 22:43,21.1,64
2023-02-12 23:43,21.7,63
2023-02-13 00:43,22.4,64
2023-02-13 01:43,22.4,65
2023-02-13 02:43,22.6,67
2023-02-13 03:43,22.1,68
2023-02-13 04:43,21.8,70
2023-02-13 05:43,21.7,70
2023-02-13 06:43,21.7,70
2023-02-13 07:43,21.6,71
2023-02-13 08:43,21.6,73
2023-02-13 09:43,21.6,74
2023-02-13 10:43,21.5,74
2023-02-13 11:43,21.5,74
2023-02-13 12:43,21.5,73
2023-02-13 13:43,22.4,72
2023-02-13 14:43,22.2,73
2023-02-13 15:43,21.7,77
2023-02-13 16:43,21.5,79
2023-02-13 17:43,23.2,75
2023-02-13 18:43,23.1,72
2023-02-13 19:43,22.8,72
2023-02-13 20:43,22.6,75
2023-02-13 21:43,22.1,75
2023-02-13 22:43,21.8,76
2023-02-13 23:43,21.6,77
2023-02-14 00:43,21.5,77
2023-02-14 01:43,21.5,76
2023-02-14 02:43,21.5,76
2023-02-14 03:43,21.5,75
2023-02-14 04:43,21.5,75
2023-02-14 05:43,21.4,75
2023-02-14 06:43,21.3,75
2023-02-14 07:43,21.2,75
2023-02-14 08:43,21.2,73
2023-02-14 09:43,20.8,70
2023-02-14 10:43,21.5,69
2023-02-14 11:43,21.9,69
2023-02-14 12:43,22.4,70
2023-02-14 13:43,22.5,67
2023-02-14 14:43,22.4,66
2023-02-14 15:43,22.3,66
2023-02-14 16:43,22.3,64
2023-02-14 17:43,22.6,63
2023-02-14 18:43,22.7,62
2023-02-14 19:43,22.8,62
2023-02-14 20:43,22.8,61
2023-02-14 21:43,22.7,60
2023-02-14 22:43,22.6,59
2023-02-14 23:43,22.9,58
2023-02-15 00:43,23.8,59
2023-02-15 01:43,23.4,61
2023-02-15 02:43,23.5,61
2023-02-15 03:43,23.7,62
2023-02-15 04:43,23.4,63
2023-02-15 05:43,23.5,63
2023-02-15 06:43,23.7,63
2023-02-15 07:43,23.5,63
2023-02-15 08:43,23.5,64
2023-02-15 09:43,23.7,64
2023-02-15 10:43,22.9,62
2023-02-15 11:43,22.1,63
2023-02-15 12:43,22.3,65
2023-02-15 13:43,22.1,69
2023-02-15 14:43,22.0,71
2023-02-15 15:43,22.2,71
2023-02-15 16:43,22.7,68
2023-02-15 17:43,22.3,67
2023-02-15 18:43,22.7,65
2023-02-15 19:43,22.5,64
2023-02-15 20:43,22.6,66
2023-02-15 21:43,22.6,66
2023-02-15 22:43,23.1,64
2023-02-15 23:43,23.2,65
2023-02-16 00:43,22.1,69
2023-02-16 01:43,21.6,70
2023-02-16 02:43,21.4,70
2023-02-16 03:43,21.2,70
2023-02-16 04:43,21.0,70
2023-02-16 05:43,21.0,70
2023-02-16 06:43,20.8,70
2023-02-16 07:43,20.7,71
2023-02-16 08:43,20.6,71
2023-02-16 09:43,21.9,69
2023-02-16 10:43,22.4,69
2023-02-16 11:43,22.5,67
2023-02-16 12:43,22.4,64
2023-02-16 13:43,22.6,67
2023-02-16 14:43,23.3,67
2023-02-16 15:43,23.1,67
2023-02-16 16:43,21.8,69
2023-02-16 17:43,21.3,70
2023-02-16 18:43,20.7,66
2023-02-16 19:43,22.0,63
2023-02-16 20:43,22.0,65
2023-02-16 21:43,21.6,67
2023-02-16 22:43,21.4,68
2023-02-16 23:43,21.0,69
2023-02-17 00:43,21.0,69
2023-02-17 01:43,22.1,67
2023-02-17 02:43,22.2,67
2023-02-17 03:43,22.0,67
2023-02-17 04:43,22.2,67
2023-02-17 05:43,22.0,67
2023-02-17 06:43,22.2,67
2023-02-17 07:43,22.0,67
2023-02-17 08:43,22.2,67
2023-02-17 09:43,22.4,68
2023-02-17 10:43,22.2,64
2023-02-17 11:43,22.0,59
2023-02-17 12:43,21.9,57
2023-02-17 13:43,21.6,56
2023-02-17 14:43,21.0,55
2023-02-17 15:43,20.7,55
2023-02-17 16:43,20.3,54
2023-02-17 17:43,21.7,57
2023-02-17 18:43,22.1,59
2023-02-17 19:43,22.2,60
2023-02-17 20:43,22.2,61
2023-02-17 21:43,22.3,62
2023-02-17 22:43,22.5,64
2023-02-17 23:43,22.5,64
2023-02-18 00:43,23.3,64
2023-02-18 01:43,23.2,64
2023-02-18 02:43,23.7,64
2023-02-18 03:43,23.5,65
2023-02-18 04:43,22.8,66
2023-02-18 05:43,22.7,66
2023-02-18 06:43,22.5,67
2023-02-18 07:43,22.4,66
2023-02-18 08:43,22.5,66
2023-02-18 09:43,22.6,67
2023-02-18 10:43,22.7,67
2023-02-18 11:43,22.3,66
2023-02-18 12:43,22.6,62
2023-02-18 13:43,22.4,61
2023-02-18 14:43,21.6,58
2023-02-18 15:43,22.2,61
2023-02-18 16:43,22.5,61
2023-02-18 17:43,22.6,60
2023-02-18 18:43,22.5,60
2023-02-18 19:43,22.7,66
2023-02-18 20:43,21.9,65
2023-02-18 21:43,22.1,67
2023-02-18 22:43,22.4,65
2023-02-18 23:43,22.0,65
2023-02-19 00:43,22.5,64
2023-02-19 01:43,22.9,65
2023-02-19 02:43,23.4,65
2023-02-19 03:43,23.7,65
2023-02-19 04:43,23.6,66
2023-02-19 05:43,23.4,67
2023-02-19 06:43,23.6,67
2023-02-19 07:43,23.8,67
2023-02-19 08:43,23.8,67
2023-02-19 09:43,23.8,66
2023-02-19 10:43,23.6,67
2023-02-19 11:43,22.3,69
2023-02-19 12:43,21.7,69
2023-02-19 13:43,21.1,68
2023-02-19 14:43,20.7,68
2023-02-19 15:43,20.7,70
2023-02-19 16:43,23.0,67
2023-02-19 17:43,23.4,64
2023-02-19 18:43,23.4,63
2023-02-19 19:43,22.3,63
2023-02-19 20:43,21.4,64
2023-02-19 21:43,20.9,65
2023-02-19 22:43,21.6,63
2023-02-19 23:43,23.3,60
2023-02-20 00:43,23.0,64
2023-02-20 01:43,22.6,66
2023-02-20 02:43,22.9,66
2023-02-20 03:43,22.9,67
2023-02-20 04:43,23.0,67
2023-02-20 05:43,22.8,67
2023-02-20 06:43,22.9,67
2023-02-20 07:43,22.9,67
2023-02-20 08:43,22.7,69
2023-02-20 09:43,22.8,70
2023-02-20 10:43,22.7,70
2023-02-20 11:43,22.8,70
2023-02-20 12:43,21.7,63
2023-02-20 13:43,21.7,62
2023-02-20 14:43,22.3,64
2023-02-20 15:43,22.4,65
2023-02-20 16:43,22.2,65
2023-02-20 17:43,22.3,65
2023-02-20 18:43,22.3,64
2023-02-20 19:43,22.7,66
2023-02-20 20:43,22.7,66
2023-02-20 21:43,23.6,67
2023-02-20 22:43,23.6,63
2023-02-20 23:43,23.5,60
2023-02-21 00:43,23.7,59
2023-02-21 01:43,23.9,58
2023-02-21 02:43,23.7,57
2023-02-21 03:43,24.0,59
2023-02-21 04:43,23.8,61
2023-02-21 05:43,23.9,61
2023-02-21 06:43,24.0,62
2023-02-21 07:43,24.2,62
2023-02-21 08:43,24.0,64
2023-02-21 09:43,23.8,63
2023-02-21 10:43,23.7,63
2023-02-21 11:43,23.6,61
2023-02-21 12:43,23.3,60
2023-02-21 13:43,23.3,61
2023-02-21 14:43,23.3,64
2023-02-21 15:43,23.3,66
2023-02-21 16:43,22.7,69
2023-02-21 17:43,22.1,69
2023-02-21 18:43,21.5,66
2023-02-21 19:43,22.8,64
2023-02-21 20:43,22.1,66
2023-02-21 21:43,23.4,64
2023-02-21 22:43,22.9,66
2023-02-21 23:43,22.6,66
2023-02-22 00:43,22.6,67
2023-02-22 01:43,22.6,66
2023-02-22 02:43,22.5,66
2023-02-22 03:43,22.6,66
2023-02-22 04:43,22.5,66
2023-02-22 05:43,22.4,66
2023-02-22 06:43,22.5,66
2023-02-22 07:43,22.5,66
2023-02-22 08:43,22.6,67
2023-02-22 09:43,22.7,66
2023-02-22 10:43,22.6,66
2023-02-22 11:43,22.6,67
2023-02-22 12:43,22.4,68
2023-02-22 13:43,22.3,69
2023-02-22 14:43,22.3,69
2023-02-22 15:43,22.2,68
2023-02-22 16:43,22.2,68
2023-02-22 17:43,22.3,67
2023-02-22 18:43,22.3,67
2023-02-22 19:43,22.5,66
2023-02-22 20:43,22.6,66
2023-02-22 21:43,22.5,65
2023-02-22 22:43,23.2,63
2023-02-22 23:43,23.4,61
2023-02-23 00:43,23.3,58
2023-02-23 01:43,23.5,58
2023-02-23 02:43,23.5,57
2023-02-23 03:43,23.3,56
2023-02-23 04:43,23.4,56
2023-02-23 05:43,23.4,55
2023-02-23 06:43,23.4,55
